5168442354966104|01|2028|397
5168442354964570|01|2028|314
5168442354961782|01|2028|499
5168442354962814|01|2028|439
5168442354964059|01|2028|643
5168442354965163|01|2028|728
5168442354960990|01|2028|127
5168442354966948|01|2028|387
5168442354964448|01|2028|346
5168442354964646|01|2028|720
5168442354961311|01|2028|470
5168442354964190|01|2028|467
5168442354968076|01|2028|248
5168442354963473|01|2028|498
5168442354963242|01|2028|453
5168442354961550|01|2028|435
5168442354960974|01|2028|226
5168442354966799|01|2028|616
5168442354966906|01|2028|759
5168442354965916|01|2028|702
5168442354967987|01|2028|454
5168442354962384|01|2028|492
5168442354962731|01|2028|575
5168442354965627|01|2028|710
5168442354969223|01|2028|804
5168442354968258|01|2028|756
5168442354960198|01|2028|490
5168442354963473|01|2028|891
5168442354964760|01|2028|237
5168442354969967|01|2028|210
5168442354966542|01|2028|553
5168442354960198|01|2028|941
5168442354963176|01|2028|552
5168442354966328|01|2028|349
5168442354965593|01|2028|597
5168442354968142|01|2028|406
5168442354964729|01|2028|551
5168442354963283|01|2028|847
5168442354963952|01|2028|267
5168442354969900|01|2028|938
5168442354960792|01|2028|861
5168442354963572|01|2028|547
5168442354966880|01|2028|900
5168442354960396|01|2028|788
5168442354967557|01|2028|164
5168442354963614|01|2028|861
5168442354969041|01|2028|480
5168442354965627|01|2028|169
5168442354960297|01|2028|944
5168442354968068|01|2028|812
5168442354961543|01|2028|185
5168442354963630|01|2028|447
5168442354963978|01|2028|668
5168442354960388|01|2028|723
5168442354965288|01|2028|763
5168442354967615|01|2028|120
5168442354964463|01|2028|769
5168442354969595|01|2028|831
5168442354967458|01|2028|922
5168442354961873|01|2028|342
5168442354965304|01|2028|112
5168442354963150|01|2028|620
5168442354962566|01|2028|969
5168442354963846|01|2028|209
5168442354960099|01|2028|170
5168442354964802|01|2028|265
5168442354961758|01|2028|593
5168442354961303|01|2028|596
5168442354960552|01|2028|544
5168442354961931|01|2028|246
5168442354960446|01|2028|685
5168442354962368|01|2028|167
5168442354965577|01|2028|980
5168442354963044|01|2028|771
5168442354961378|01|2028|445
5168442354968969|01|2028|242
5168442354966518|01|2028|845
5168442354965411|01|2028|541
5168442354962988|01|2028|392
5168442354963655|01|2028|568
5168442354963986|01|2028|464
5168442354967433|01|2028|684
5168442354964299|01|2028|310
5168442354965809|01|2028|822
5168442354961840|01|2028|263
5168442354967656|01|2028|573
5168442354963341|01|2028|943
5168442354960982|01|2028|138
5168442354967946|01|2028|156
5168442354963705|01|2028|826
5168442354967573|01|2028|443
5168442354967573|01|2028|753
5168442354965965|01|2028|195
5168442354968779|01|2028|303
5168442354960917|01|2028|322
5168442354968126|01|2028|546
5168442354968787|01|2028|251
5168442354963127|01|2028|902
5168442354962541|01|2028|577
5168442354961261|01|2028|901
